BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
БИН,Наименование предприятия,ОКЭД,Вид деятельности предприятия,КАТО,Населённый пункт,КРП,Размер предприятия
150740022411,"ТОО ""ISB ENGINEERING GROUP""",43390,Прочие отделочные работы,751310000,"г. Алматы, АУЭЗОВСКИЙ РАЙОН",160,Малые предприятия (от 51 до 100 чел.)
150740024834,"ТОО ""GRAND SMITHY WORKS KAZAKHSTAN"" (ГРАНД СМИФИ ВОРКС КАЗАХСТАН)",38321,Переработка отходов и лома черных металлов,352410000,"Карагандинская область, г. ТЕМИРТАУ",160,Малые предприятия (от 51 до 100 чел.)
150740026375,"ТОО ""EZ-CHEM KAZ (ЕЗ-КЕМ КАЗ)""",46751,Оптовая торговля химическими веществами и химическими продуктами,231010000,"Атырауская область, г. АТЫРАУ",160,Малые предприятия (от 51 до 100 чел.)
150740027195,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ДЕТСКИЙ САД ""АЙЖАН"" ГОРОДА ЕСИК"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""АППАРАТ АКИМА ЕНБЕКШИКАЗАХСКОГО РАЙОНА""",85100,Дошкольное (доначальное) образование,194020100,"Алматинская область, г. ЕСИК",160,Малые предприятия (от 51 до 100 чел.)
150740027492,"ТОО ""ЗЕРЕ-НҰР И К""",43110,Разборка и снос зданий,431010000,"Кызылординская область, г. КЫЗЫЛОРДА",160,Малые предприятия (от 51 до 100 чел.)
150740028400,"ТОО ""PROFFI ГРУПП""",78300,Деятельность прочих организаций по работе с персоналом,431010000,"Кызылординская область, г. КЫЗЫЛОРДА",160,Малые предприятия (от 51 до 100 чел.)
БИН,Наименование строительной компании,ОКЭД,Вид деятельности предприятия,КАТО,Населённый пункт,КРП,Размер строительной организации
000140002158,"ТОО ""КОНЦЕРН ""НАЙЗА-ҚУРЫЛЫС""",41201,Строительство жилых зданий,711310000,"г. Астана, район ""САРЫАРКА""",310,Крупная компания (501 - 1000 чел.)
001140000590,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КАЗАХАВТОДОР"" КОМИТЕТА АВТОМОБИЛЬНЫХ ДОРОГ МИНИСТЕРСТВА ТРАНСПОРТА И КОММУНИКАЦИЙ РЕСПУБЛИКИ КАЗАХСТАН",42110,Строительство дорог и автомагистралей,711310000,"г. Астана, район ""САРЫАРКА""",311,Крупное предприятие (от 1001 чел.)
001241000301,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БАЗИС"" В ГОРОДЕ АСТАНА",41201,Строительство жилых зданий,711210000,"г. Астана, район ""ЕСИЛЬ""",311,Крупное предприятие (от 1001 чел.)
020141004341,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ҚАЗАҚСТАН ТЕМІР ЖОЛЫ"" - ""СОРОКОВИНСКАЯ МАШИНИЗИРОВАННАЯ ДИСТАНЦИЯ ПУТИ""",42120,Строительство железных дорог и метро,711110000,"г. Астана, район ""АЛМАТЫ""",310,Крупная компания (501 - 1000 чел.)
020240003004,"АО ""КАЗАХВЗРЫВПРОМ""",43122,Взрывные работы,711210000,"г. Астана, район ""ЕСИЛЬ""",310,Крупная компания (501 - 1000 чел.)
021240001030,"ТОО ""СТРОЙИНВЕСТ-СК""",41201,Строительство жилых зданий,711110000,"г. Астана, район ""АЛМАТЫ""",310,Крупная компания (501 - 1000 чел.)
030140002252,"ТОО ""ТЕМІРЖОЛ ЖӨНДЕУ""",43999,"Прочие строительные работы, требующие специальных профессий",711210000,"г. Астана, район ""ЕСИЛЬ""",311,Крупное предприятие (от 1001 чел.)
040540000212,"АО ""ЦЕНТРКАЗЭНЕРГОМОНТАЖ""",41201,Строительство жилых зданий,711110000,"г. Астана, район ""АЛМАТЫ""",311,Крупное предприятие (от 1001 чел.)
040540002467,"ТОО ""ДС НОЙБУРГ""",41201,Строительство жилых зданий,711110000,"г. Астана, район ""АЛМАТЫ""",310,Крупная компания (501 - 1000 чел.)
050840000334,"ТОО ""КОМПАНИЯ ""ЖОЛ ЖӨНДЕУШІ""",42110,Строительство дорог и автомагистралей,711210000,"г. Астана, район ""ЕСИЛЬ""",311,Крупная организация (от 1001 чел.)
060741007950,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""СЕМБОЛ УЛУСЛАРАРАСЫ ЯТЫРЫМ ТАРЫМ ПЕЙЗАЖ ИНШААТ ТУРИЗМ САНАЙИ ВЕ ТИДЖАРЕТ АНОНИМ ШИРКЕТИ"" В ГОРОДЕ АСТАНА",41201,Строительство жилых зданий,711210000,"г. Астана, район ""ЕСИЛЬ""",310,Крупная компания (501 - 1000 чел.)
090140000306,"АО ""ҚАЗАВТОЖОЛ""",42110,Строительство дорог и автомагистралей,711310000,"г. Астана, район ""САРЫАРКА""",310,Крупная компания (501 - 1000 чел.)
100241020919,"ФИЛИАЛ ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""АККОРД ИНШААТ-САНАЙЕ"" В КАЗАХСТАНЕ (Г. АСТАНА)",42110,Строительство дорог и автомагистралей,511013100,г.Астана АЛЬ-ФАРАБИЙСКИЙ РАЙОН,310,Крупная компания (501 - 1000 чел.)
100441020133,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ ""MAG"" В ГОРОДЕ АСТАНА",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",711210000,"г. Астана, район ""ЕСИЛЬ""",310,Крупная компания (501 - 1000 чел.)
111240010425,"АО ""ӘСКЕРИ ҚҰРЫЛЫС""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",711310000,"г. Астана, район ""САРЫАРКА""",311,Крупная организация (от 1001 чел.)
120741006737,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АБК-АВТОДОР НС"" В Г.АСТАНА",41202,"Строительство нежилых зданий, за исключением стационарных торговых объектов категории 1",711110000,"г. Астана, район ""АЛМАТЫ""",310,Крупная компания (501 - 1000 чел.)
131141013663,ФИЛИАЛ КОМПАНИИ ARABTEC CONSOLIDATED CONTRACTORS LIMITED В ГОРОДЕ АСТАНА,42219,Строительство прочих распределительных инженерных сооружений,711210000,"г. Астана, район ""ЕСИЛЬ""",311,Крупная организация (от 1001 чел.)
990140000661,"ТОО ""АБК-АВТОДОР НС""",42110,Строительство дорог и автомагистралей,711310000,"г. Астана, район ""САРЫАРКА""",311,Крупная организация (от 1001 чел.)
