BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
150741022843,"ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""НАЦИОНАЛЬНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ"" КОМИТЕТА ПО ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ МИНИСТЕРСТВА НАЦИОНАЛЬНОЙ ЭКОНОМИКИ РЕСПУБЛИКИ КАЗАХСТАН ПО ПАВЛОДАРСКОЙ ОБЛАСТИ",71201,Деятельность санитарно-эпидемиологических учреждений,551010000,"Павлодарская область, г. ПАВЛОДАР",305,Крупные предприятия (от 251 до 500 чел.)
150741024255,"ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""НАЦИОНАЛЬНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ"" КОМИТЕТА ПО ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ МИНИСТЕРСТВА НАЦИОНАЛЬНОЙ ЭКОНОМИКИ РЕСПУБЛИКИ КАЗАХСТАН ПО АЛМАТИНСКОЙ ОБЛАСТИ",71201,Деятельность санитарно-эпидемиологических учреждений,191010000,"Алматинская область, г. ТАЛДЫКОРГАН",310,Крупная компания (501 - 1000 чел.)
БИН,Наименование компании,ОКЭД,Вид деятельности предприятия,КАТО,Населённый пункт,КРП,Размер организации
150740022283,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""РЕСПУБЛИКАНСКИЙ ЛЕСНОЙ СЕЛЕКЦИОННЫЙ ЦЕНТР"" КОМИТЕТА ЛЕСНОГО ХОЗЯЙСТВА И ЖИВОТНОГО МИРА МИНИСТЕРСТВА СЕЛЬСКОГО ХОЗЯЙСТВА РЕСПУБЛИКИ КАЗАХСТАН",96090,"Предоставление прочих услуг, не включенных в другие группировки",751710000,"г. Алматы, МЕДЕУСКИЙ РАЙОН",220,Средние предприятия (от 151 до 200 чел.)
150740023481,"СЕЛЬСКИЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""САПСАН""",01410,Разведение молочных пород скота,593443100,"Северо-Казахстанская область, С. КОММУНИЗМ",215,Средние предприятия (от 101 до 150 чел.)
150740023707,"ТОО ""КАЙНАР МУНАЙ""",71122,Деятельность по проведению геологической разведки и изысканий (без научных исследований и разработок),431010000,"Кызылординская область, Г. КЫЗЫЛОРДА",220,Средние предприятия (от 151 до 200 чел.)
150740026187,"ТОО ""ИНСТИТУТ ХИРУРГИИ """,86101,Деятельность больниц широкого профиля и специализированных больниц,751310000,"г. Алматы, АУЭЗОВСКИЙ РАЙОН",220,Средние предприятия (от 151 до 200 чел.)
150740027115,"ТОО ""ОХРАННОЕ АГЕНТСТВО ""НУРОРДА СЕКЬЮРИТИ""",80100,Деятельность частных охранных служб,751110000,"г. Алматы, АЛМАЛИНСКИЙ РАЙОН",225,Средние предприятия (от 201 до 250 чел.)
150741024821,"ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""НАЦИОНАЛЬНЫЙ ЦЕНТР ЭКСПЕРТИЗЫ"" КОМИТЕТА ПО ЗАЩИТЕ ПРАВ ПОТРЕБИТЕЛЕЙ МИНИСТЕРСТВА НАЦИОНАЛЬНОЙ ЭКОНОМИКИ РЕСПУБЛИКИ КАЗАХСТАН ПО ГОРОДУ АСТАНА",71209,"Деятельность прочих учреждений, осуществляющих технические испытания и анализы",711310000,"г. Астана, РАЙОН ""САРЫАРКА""",225,Средние предприятия (от 201 до 250 чел.)
150742026534,"ПРЕДСТАВИТЕЛЬСТВО ПО КАРАГАНДИНСКОЙ ОБЛАСТИ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АК СУНКАР-СЕКЬЮРИТИ""",96090,"Предоставление прочих услуг, не включенных в другие группировки",351013100,"Карагандинская область, РАЙОН ИМ. КАЗЫБЕК БИ",215,Средние предприятия (от 101 до 150 чел.)
