BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
020340004531,"ТОО ""ЕМИР-ОЙЛ""",71122,Деятельность по проведению геологической разведки и изысканий (без научных исследований и разработок),475038100,с. Даулет,305,Крупная компания (251 - 500 чел.)
030440001374,"ТОО ""МОБИЛ-С""",49410,Грузовые перевозки автомобильным транспортом,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
031240000768,"ТОО ""ПРИКАСПИЙСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ КОМПЛЕКС""",28991,Производство нефтепромыслового и бурового геологоразведочного оборудования,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
040140001642,"ТОО ""АЛЗ""",24520,Литье стали,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
040340010440,"ТОО ""СЕНЕК""",01450,Разведение овец и коз,474249100,с. Сенек,305,Крупное предприятие (251 - 500 чел.)
040540004770,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""ТАЗАЛЫҚ"" АКИМАТА г. Жанаозен",81290,Прочие виды услуг по уборке,471810000,г. Жанаозен,305,Крупное предприятие (251 - 500 чел.)
041140006735,"АО ""МЫРЗАБЕК-АЛТЫН ТАС ГРУПП""",08111,Добыча декоративного и строительного камня,474630100,с. Шепте,305,Крупная компания (251 - 500 чел.)
050140001842,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ӨЗЕН ЖЫЛУ"" АКИМАТА г. Жанаозен",35303,Теплоснабжение,471810000,г. Жанаозен,305,Крупное предприятие (251 - 500 чел.)
050740003840,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АктауСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 1"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ АКИМАТА МАНГИСТАУКОЙ ОБЛАСТИ",86210,Общая врачебная практика,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
050740004472,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АктауСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 2"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ АКИМАТА МАНГИСТАУСКОЙ ОБЛАСТИ",86210,Общая врачебная практика,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
051140000827,"ТОО ""АктауСКАЯ НЕФТЯНАЯ ЭЛЕКТРОННАЯ КОМПАНИЯ""",33121,Ремонт и техническое обслуживание механического оборудования,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
060240005404,"ТОО ""TERMINALEX""",52102,"Складирование и хранение непродовольственных товаров, кроме зерна",471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
060440002942,"ТОО ""КАРАКУДУКМУНАЙ""",06100,Добыча сырой нефти и попутного газа,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
060940000677,"ТОО ""АСТРА СТАР""",09100,Техническая поддержка при добыче нефти и природного газа,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
061040008098,"ТОО ""ЧАСТНОЕ ОХРАННОЕ ПРЕДПРИЯТИЕ ""АРЫСТАН - 2007- Актау""",80100,Деятельность частных охранных служб,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
070241009236,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ҚАЗАҚСТАН ТЕМІР ЖОЛЫ"" - ""МАНГИСТАУСКАЯ ДИСТАНЦИЯ СИГНАЛИЗАЦИИ И СВЯЗИ""",61100,Проводная телекоммуникационная связь,475030100,с. Мангистау,305,Крупная компания (251 - 500 чел.)
070341003964,"МАНГИСТАУСКИЙ ПРОИЗВОДСТВЕННЫЙ ФИЛИАЛ АО ""КАЗТРАНСГАЗ АЙМАҚ""",35230,Продажа газообразного топлива по трубопроводам,471010000,г. Актау,305,Крупная компания (251 - 500 чел.)
070540000466,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""АктауСКАЯ ДЕТСКАЯ ПОЛИКЛИНИКА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ АКИМАТА МАНГИСТАУСКОЙ ОБЛАСТИ",86210,Общая врачебная практика,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
080241016588,"АктауСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАСПИАН ОФФШОР КОНСТРАКШН""",50200,Морской и прибрежный грузовой транспорт,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
080840000796,"ГОС. УЧРЕЖДЕНИЕ ""№5 ЖАЛПЫ ОРТА БІЛІМ БЕРУ МЕКТЕБІ""",85310,Основное и общее среднее образование,475030100,с. Мангистау,305,Крупное предприятие (251 - 500 чел.)
080840009791,"ГОС. УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ШКОЛА № 18 ГОРОДА Жанаозен""",85310,Основное и общее среднее образование,471810000,г. Жанаозен,305,Крупное предприятие (251 - 500 чел.)
090441011388,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""ҚАЗМҰНАЙГАЗ ӨНІМДЕРІ"" ПО МАНГИСТАУСКОЙ ОБЛАСТИ",47300,Розничная торговля топливом в специализированных магазинах,471010000,г. Актау,305,Крупная компания (251 - 500 чел.)
090640003884,"ТОО ""БАС-МАНГИСТАУ""",56290,Прочие виды организации питания,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
100341009063,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ ""MAG"" В ГОРОДЕ Актау",41201,Строительство жилых зданий,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
100640012759,"ТОО ""СПЕЦТРАНССЕРВИС-ГРУПП""",77121,Аренда грузовых автомобилей,471010000,г. Актау,305,Крупная компания (251 - 500 чел.)
101140001054,"ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""БЕЙНЕУСКАЯ РАЙОННАЯ ПОЛИКЛИНИКА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ АКИМАТА МАНГИСТАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,473630100,с. Бейнеу,305,Крупное предприятие (251 - 500 чел.)
101140006283,"ТОО ""CASPIY OPERATING""",38110,Сбор неопасных отходов,471010000,г. Актау,305,Крупная компания (251 - 500 чел.)
110140002309,"ГОС. УЧРЕЖДЕНИЕ ""КАНЦЕЛЯРИЯ МАНГИСТАУСКОГО ОБЛАСТНОГО СУДА ДЕПАРТАМЕНТА ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ СУДОВ ПРИ ВЕРХОВНОМ СУДЕ РЕСПУБЛИКИ КАЗАХСТАН (АППАРАТА ВЕРХОВНОГО СУДА РЕСПУБЛИКИ КАЗАХСТАН)""",84230,Деятельность в области юстиции и правосудия,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
111240018262,"КОММУНАЛЬНОЕ ГОС. УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ДЕЛАМИ АКИМАТА МАНГИСТАУСКОЙ ОБЛАСТИ""",84130,Регулирование и содействие эффективному ведению экономической деятельности,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
111241023343,"ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ ""ЦЕНТР ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ"" ПО МАНГИСТАУСКОЙ ОБЛАСТИ",84112,Деятельность региональных органов управления,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
900840000046,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖанаозенСКАЯ ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ АКИМАТА МАНГИСТАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,471810000,г. Жанаозен,305,Крупное предприятие (251 - 500 чел.)
920940000320,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ОБЛАСТНОЙ ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ АКИМАТА МАНГИСТАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
921240000209,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ ПРЕДПРИЯТИЕ ""КАСПИЙ ЖЫЛУ, СУ АРНАСЫ"" УПРАВЛЕНИЯ ЭНЕРГЕТИКИ И ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА МАНГИСТАУСКОЙ ОБЛАСТИ",35303,Теплоснабжение,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
940741000085,"МАНГИСТАУСКИЙ ОБЛАСТНОЙ ФИЛИАЛ ОТКРЫТОГО АКЦИОНЕРНОГО ОБЩЕСТВА ""НАРОДНЫЙ СБЕРЕГАТЕЛЬНЫЙ БАНК КАЗАХСТАНА""",64192,Деятельность сберегательных банков,471010000,г. Актау,305,Крупное предприятие (251 - 500 чел.)
960840000989,"ТОО ""ЖАНАРЫС""",14120,Производство спецодежды,471810000,г. Жанаозен,305,Крупная компания (251 - 500 чел.)
961040000764,"АО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ Актау""",52239,"Прочая деятельность, относящаяся к пассажирским и грузовым перевозкам",471010000,г. Актау,305,Крупная компания (251 - 500 чел.)
970240000384,"ГОСУДАРСТВЕННОЕ КОММУНАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""КАРАКИЯНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ МАНГИСТАУСКОЙ ОБЛАСТИ АКИМАТА МАНГИСТАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,474230100,с. Курык,305,Крупное предприятие (251 - 500 чел.)
