000840002669,"ТОО ""ПРОМСЕРВИС - ОТАН""",52211,Эксплуатация железных дорог,552210000,г. Экибастуз,310,Крупное предприятие (от 501 до 1000 чел.)
920240000127,АО "СОКОЛОВСКО-САРБАЙСКОЕ ГОРНО-ОБОГАТИТЕЛЬНОЕ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ",7102,Добыча железной руды открытым способом,392410000,Костанайская область Г. РУДНЫЙ,311,Крупные предприятия (от 1001 чел. до )
50541006407,"ЛИСАКОВСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРКЕН""",7102,Добыча железной руды открытым способом,392010000,Костанайская область Г. ЛИСАКОВСК,310,Крупные компании (от 501 до 1000 чел.)
50140001773,"ТОО ""ОРКЕН""",7102,Добыча железной руды открытым способом,352410000,Карагандинская область Г. ТЕМИРТАУ,311,Крупные предприятия (от 1001 чел. )
90642000018,"ПРЕДСТАВИТЕЛЬСТВО ""ОРКЕН-АТАНСОР"" ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРКЕН""",7102,Добыча железной руды открытым способом,114537102,Акмолинская область С. АТАНСОР,305,Крупные предприятия (от 251 до 500 чел.)
150540001510,ТОО "КАЗАТОМПРОМ - SAURAN",7210,Добыча урановой и ториевой руды,515655100,Южно-Казахстанская область аул Таукент,311,Крупные предприятия (от 1001 чел. до )
981040001439,ТОО "КАЗАХСТАНСКО-ФРАНЦУЗСКОЕ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ "КАТКО"",7210,Добыча урановой и ториевой руды,515655100,Южно-Казахстанская область АУЛ ТАУКЕНТ,311,Крупные предприятия (от 1001 чел. до )
140740012829,ТОО "ВОСТОКЦВЕТМЕТ",7292,Добыча и обогащение медной руды,631010000,Восточно-Казахстанская область Г. УСТЬ-КАМЕНОГОРСК,311,Крупные предприятия (от 1001 чел. до )
140641022293,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ КАЗАХМЫС"" - ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""БАЛХАШЦВЕТМЕТ""",7292,Добыча и обогащение медной руды,351610000,Карагандинская область Г. БАЛХАШ,311,Крупные предприятия (от 1001 чел. до )
981040001439,"ТОО ""КАЗАХСТАНСКО-ФРАНЦУЗСКОЕ СОВМЕСТНОЕ ПРЕДПРИЯТИЕ ""КАТКО""",7210,Добыча урановой и ториевой руды,515655100,Южно-Казахстанская область АУЛ ТАУКЕНТ,311,Крупные предприятия (от 1001 чел. до )
940940000255,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЖАЙРЕМСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""",7299,Добыча прочих руд цветных металлов,352035100,Карагандинская область П. ЖАЙРЕМ,311,Крупные предприятия (от 1001 чел. до )
40341005787,"ФИЛИАЛ АКЦИОНЕРНОГО ОБЩЕСТВА ""АЛЮМИНИЙ КАЗАХСТАНА"" КРАСНООКТЯБРЬСКОЕ БОКСИТОВОЕ РУДОУПРАВЛЕНИЕ (КБРУ)",7291,Добыча и обогащение алюминий-содержащего сырья,392035100,Костанайская область П. ОКТЯБРЬСКИЙ,311,Крупные компании (от 1001 чел. до )
120540007504,"ТОО ""КОМАРОВСКОЕ ГОРНОЕ ПРЕДПРИЯТИЕ""",7298,Добыча драгоценных металлов и руд редких металлов,394420100,Костанайская область Г. ЖИТИКАРА,311,Крупные предприятия (от 1001 чел. до )
