BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
001241000301,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БАЗИС"" В ГОРОДЕ АСТАНА",41201,Строительство жилых зданий,711210000,"г. Астана, РАЙОН ""ЕСИЛЬ""",311,от 1001 чел.
010740001502,"ТОО ""НЕФТЕСТРОЙСЕРВИС ЛТД""",41201,Строительство жилых зданий,271010000,"Западно-Казахстанская область, г. УРАЛЬСК",311,от 1001 чел.
020640002982,"ТОО ""OIL CONSTRUCTION COMPANY""",41201,Строительство жилых зданий,471010000,"Мангистауская область, г. АКТАУ",311,от 1001 чел.
030440005327,"ТОО ""ЭРИСТАЙЛ-КАЗАХСТАН""",41201,Строительство жилых зданий,511011100,Южно-Казахстанская область АБАЙСКИЙ РАЙОН,311,от 1001 чел.
040540000212,"АО ""ЦЕНТРКАЗЭНЕРГОМОНТАЖ""",41201,Строительство жилых зданий,711110000,"г. Астана, РАЙОН ""АЛМАТЫ""",311,от 1001 чел.
051040013032,"ТОО ""KUAT ГРАДСТРОЙ АЛМАТЫ""",41201,Строительство жилых зданий,751710000,"г. Алматы, МЕДЕУСКИЙ РАЙОН",311,от 1001 чел.
130141000966,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ КАЗАХМЫС"" - КАЗЦЕНТРСТРОЙ",41202,Строительство нежилых зданий,351810000,"Карагандинская область, г. ЖЕЗКАЗГАН",311,от 1001 чел.
940940000691,"АО ""ЭЛЕКТРОМОНТАЖ""",41202,Строительство нежилых зданий,751410000,"г. Алматы, БОСТАНДЫКСКИЙ РАЙОН",311,от 1001 чел.
970340000566,"АО ""МЕХСТРОЙСЕРВИС""",41201,Строительство жилых зданий,751310000,"г. Алматы, АУЭЗОВСКИЙ РАЙОН",311,от 1001 чел.
980540001197,"ТОО ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""БАЗИС""",41201,Строительство жилых зданий,751410000,"г. Алматы, БОСТАНДЫКСКИЙ РАЙОН",311,от 1001 чел.
980940000460,"ТОО ""МҰНАЙҚҰРЫЛЫССЕРВИС""",41202,Строительство нежилых зданий,515273300,"Южно-Казахстанская область, с. КЫЗЫЛ САЙ",311,от 1001 чел.
