BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
111241020488,"ФИЛИАЛ РЕСПУБЛИКАНСКОГО ГОСУДАРСТВЕННОГО ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЦЕНТР ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ"" ПО КАРАГАНДИНСКОЙ ОБЛАСТИ КОМИТЕТА ПО КОНТРОЛЮ АВТОМАТИЗАЦИИ ГОСУДАРСТВЕННЫХ УСЛУГ И КООРДИНАЦИИ ДЕЯТЕЛЬНОСТИ ЦЕНТРОВ ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ МИНИСТЕРСТВА ТРАНСПОРТА И КОММУНИКАЦИЙ РЕСПУБЛИКИ КАЗАХСТАН",84112,Деятельность региональных органов управления,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
130141000966,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ КАЗАХМЫС"" - КАЗЦЕНТРСТРОЙ",41202,Строительство нежилых зданий,351810000,г. Жезкахган,311,Крупная компания (от 1001 чел.)
130141000976,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАННИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ КАЗАХМЫС"" - КАЗМЕХСЕРВИС",33125,Ремонт и техническое обслуживание прочих машин и оборудования специального назначения,351810000,г. Жезкахган,311,Крупная компания (от 1001 чел.)
131241012837,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""KM TRANCO"" ЖЕЗКАЗГАНСКИЙ ЖЕЛЕЗНОДОРОЖНЫЙ КОМПЛЕКС",49200,Грузовой железнодорожный транспорт,351810000,г. Жезкахган,311,Крупная компания (от 1001 чел.)
140140017957,"ТОО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЖЕЗКАЗГАНЦВЕТМЕТ""",07292,Добыча и обогащение медной руды,351810000,г. Жезкахган,311,Крупная компания (от 1001 чел.)
140141006987,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ КАЗАХМЫС"" - ТЕПЛОВЫЕ И ЭЛЕКТРИЧЕСКИЕ СЕТИ",37000,Канализационная система,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
140641022293,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ КАЗАХМЫС"" - ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""БАЛХАШЦВЕТМЕТ""",07292,Добыча и обогащение медной руды,351610000,г. Балхаш,311,Крупная компания (от 1001 чел.)
921140000592,"ТОО ""АВТОБУСНЫЙ ПАРК №3""",49311,Перевозки автобусами,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
940740000703,ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ - ДЕПАРТАМЕНТ ВНУТРЕННИХ ДЕЛ КАРАГАНДИНСКОЙ ОБЛАСТИ,84240,Деятельность по обеспечению общественного порядка и безопасности,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
940940000255,"АО ""ЖАЙРЕМСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""",07299,Добыча прочих руд цветных металлов,352035100,П.ЖАЙРЕМ,311,Крупное (от 1001 чел.)
941140001633,"АО ""ТЕМИРТАУСКИЙ ЭЛЕКТРОМЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""",20130,Производство прочих основных неорганических химических веществ,352410000,г. Темиртау,311,Крупное предприятие (от 1001 чел.)
951140000042,"АО ""АРСЕЛОРМИТТАЛ ТЕМИРТАУ""",24100,"Производство чугуна, стали и ферросплавов",352410000,г. Темиртау,311,Крупное предприятие (от 1001 чел.)
970240000334,"ТОО ""NOVA ЦИНК""",07293,Добыча и обогащение свинцово-цинковой руды,356435100,п. Акжал,311,Крупное предприятие (от 1001 чел.)
970641000334,"КАРАГАНДИНСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - Филиал АО ""КАЗАХТЕЛЕКОМ""",61100,Проводная телекоммуникационная связь,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
970840001671,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ВОИНСКАЯ ЧАСТЬ 6505 ВНУТРЕННИХ ВОЙСК МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ КАЗАХСТАН""",84220,Оборонная деятельность,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
980941001916,"Филиал АО ""ВОЕНИЗИРОВАННАЯ ЖЕЛЕЗНОДОРОЖНАЯ ОХРАНА"" В ГОРОДЕ КАРАГАНДЕ",80100,Деятельность частных охранных служб,351011100,"г. Караганда, Октябрьский р-н",311,Крупная организация (от 1001 чел.)
990240001118,"РЕСПУБЛИКАНСКОЕ ГОС. ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КАРАГАНДИНСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ КАЗАХСТАН",85420,Высшее образование,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
990540002444,"РЕСПУБЛИКАНСКОЕ ГОС. ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КАРАГАНДИНСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА Е. А. БУКЕТОВА"" МИНИСТЕРСТВА ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ КАЗАХСТАН",85420,Высшее образование,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
990840001724,"КОММУНАЛЬНОЕ ГОС. ПРЕДПРИЯТИЕ ""ОБЛАСТНОЙ МЕДИЦИНСКИЙ ЦЕНТР"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ КАРАГАНДИНСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
991141005531,"КАРАГАНДИНСКИЙ ОБЛАСТНОЙ Филиал АО ""КАЗПОЧТА""",53100,Почтовые услуги в соответствии с обязательствами по предоставлению услуг в зоне всеобщего охвата,351013100,"г. Караганда, район им. КАЗЫБЕК БИ",311,Крупное предприятие (от 1001 чел.)
991241004933,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРПОРАЦИЯ КАЗАХМЫС"" - ""КАРАГАНДИНСКИЙ ЛИТЕЙНЫЙ ЗАВОД""",25999,Производство прочих металлических изделий,351011100,"г. Караганда, Октябрьский р-н",311,Крупная организация (от 1001 чел.)
