BIN,Company,OKED,Activity,KATO,Locality,KRP,Size
120240021112,"АО ""ЭМБАМУНАЙГАЗ""",06100,Добыча сырой нефти и попутного газа,231010000,г. Атырау,311,Крупная компания (от 1001 чел.)
930440000929,"ТОО ""ТЕНГИЗШЕВРОЙЛ""",06100,Добыча сырой нефти и попутного газа,231010000,г. Атырау,311,Крупное предприятие (от 1001 чел.)
930940000312,"АО ""ТЕНГИЗНЕФТЕСТРОЙ""",42219,Строительство прочих распределительных инженерных сооружений,233620100,Атырауская область г. КУЛЬСАРЫ,311,Крупная компания (от 1001 чел.)
940640001420,"ТОО ""АРИАДНА""",42219,Строительство прочих распределительных инженерных сооружений,233620100,Атырауская область г. КУЛЬСАРЫ,311,Крупное предприятие (от 1001 чел.)
970740002267,"АО ""АТЫРАУСКАЯ ТЕПЛОЭЛЕКТРОЦЕНТРАЛЬ""",35111,Производство электроэнергии тепловыми электростанциями,231010000,г. Атырау,311,Крупная компания (от 1001 чел.)
970941000612,"АТЫРАУСКАЯ ОБЛАСТНАЯ ДИРЕКЦИЯ ТЕЛЕКОММУНИКАЦИЙ - ФИЛИАЛ АО ""КАЗАХТЕЛЕКОМ""",61900,Другие виды телекоммуникационных услуг,231010000,г. Атырау,311,Крупное предприятие (от 1001 чел.)
971140000323,"ТОО ""СЕРВИСНОЕ БУРОВОЕ ПРЕДПРИЯТИЕ ""КАЗМУНАЙГАЗ- БУРЕНИЕ""",09100,Техническая поддержка при добыче нефти и природного газа,231039100,Атырауская область с. ГЕОЛОГ,311,Крупное предприятие (от 1001 чел.)
990240003987,"ГОС. УЧРЕЖДЕНИЕ ""ДЕПАРТАМЕНТ ВНУТРЕННИХ ДЕЛ АТЫРАУСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ КАЗАХСТАН""",84240,Деятельность по обеспечению общественного порядка и безопасности,231010000,г. Атырау,311,Крупное предприятие (от 1001 чел.)
БИН,Название предприятия / организации,ОКЭД,Отрасль деятельности предприятия,КАТО,Населённый пункт,КРП,Размер предприятия / компании
000141003349,"ФИЛИАЛ ""ФИРКРОФТ ИНЖИНИРИНГ СЕРВИСИЗ ЛИМИТЕД"" В РЕСПУБЛИКЕ КАЗАХСТАН",78300,Деятельность прочих организаций по работе с персоналом,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
000940001327,"ТОО ""DOS SUPPORT""",78100,Деятельность агентств по трудоустройству,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
001140001023,"ТОО ""СЕНИМДИ КУРЫЛЫС""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
001240002005,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""СПЕЦАВТОБАЗА"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ГОРОДСКОЙ ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ"" АКИМАТА ГОРОДА АТЫРАУ",81290,Прочие виды услуг по уборке,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
010140003504,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""АТЫРАУ СУ АРНАСЫ"" ГОСУДАРСТВЕННОГО УЧРЕЖДЕНИЯ ""ГОРОДСКОЙ ОТДЕЛ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА, ПАССАЖИРСКОГО ТРАНСПОРТА И АВТОМОБИЛЬНЫХ ДОРОГ"" АКИМАТА ГОРОДА АТЫРАУ",36000,"Сбор, обработка и распределение воды",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
010641000226,"ФИЛИАЛ КОМПАНИИ ""ШЛЮМБЕРЖЕ ЛОДЖЕЛКО ИНК"" В РЕСПУБЛИКЕ КАЗАХСТАН",71122,Деятельность по проведению геологической разведки и изысканий (без научных исследований и разработок),231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
011040009562,"ТОО ""КИС/ОРИОН""",78300,Деятельность прочих организаций по работе с персоналом,231039200,Атырауская область с. БИРЛИК,310,Крупная организация (501 - 1000 чел.)
011241003164,"ФИЛИАЛ АО ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""КАЗАХСТАН ТЕМIР ЖОЛЫ"" - ""АТЫРАУСКОЕ ЭКСПЛУАТАЦИОННОЕ ВАГОННОЕ ДЕПО""",33171,Ремонт подвижного состава железных дорог,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
020240000604,"ТОО ""ТЕМІРЖОЛ ҚҰРЫЛЫС -АТЫРАУ""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
020240002670,"ТОО ""БОЛАТ-ЖОЛ""",49100,"Пассажирский железнодорожный транспорт, междугородний",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
021041001396,"""ДАБЛ Ю-И-Ю-ЭС ХОЛДИНГ, ИНК."" КОРПОРАЦИЯСЫНЫҢ ҚАЗАҚСТАН РЕСПУБЛИКАСЫНДАҒЫ ФИЛИАЛЫ",74909,"Прочая профессиональная, научная и техническая деятельность, не включенная в другие категории",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
030440002184,"ТОО ""ЭЛЕКТРОСТРОЙМОНТАЖ""",43210,Электротехнические и монтажные работы,233620100,Атырауская область г. КУЛЬСАРЫ,310,Крупная организация (501 - 1000 чел.)
031140004579,"ТОО ""ЖЫЛЫОЙ СТРОЙ СЕРВИС""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",233620100,Атырауская область г. КУЛЬСАРЫ,310,Крупная организация (501 - 1000 чел.)
031241002294,"ФИЛИАЛ АО ""ЛОКОМОТИВ"" - ""АТЫРАУСКОЕ ЭКСПЛУАТАЦИОННОЕ ЛОКОМОТИВНОЕ ДЕПО""",49200,Грузовой железнодорожный транспорт,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
031241007116,"ФИЛИАЛ АО ""ЛОКОМОТИВ"" - ""МАКАТСКОЕ ЭКСПЛУАТАЦИОННОЕ ЛОКОМОТИВНОЕ ДЕПО""",49100,"Пассажирский железнодорожный транспорт, междугородний",235230100,Атырауская область п. МАКАТ,310,Крупная организация (501 - 1000 чел.)
040240003256,"ТОО ""УОРЛИПАРСОНС КАЗАХСТАН""",71121,Деятельность в области инженерных изысканий и предоставление технических консультаций в этой области,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
040940002967,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ЖЫЛЫОЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,233620100,Атырауская область г. КУЛЬСАРЫ,310,Крупная организация (501 - 1000 чел.)
041040005054,"ТОО ""ГРУППА КОМПАНИЙ АТАБА""",47111,"Розничная торговля преимущественно продуктами питания, включая напитки и табачными изделиями в неспециализированных магазинах",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
060341002964,"ФИЛИАЛ АО ""НГСК КАЗСТРОЙСЕРВИС"" ""ДИРЕКЦИЯ ПО ОБЕСПЕЧЕНИЮ СТРОИТЕЛЬСТВА""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
070240006048,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИНДЕРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,234030100,Атырауская область п. ИНДЕРБОРСКИЙ,310,Крупная организация (501 - 1000 чел.)
070240006206,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""КУРМАНГАЗИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРОВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,234630100,Атырауская область с. ГАНЮШКИНО,310,Крупная организация (501 - 1000 чел.)
090841016125,"АТЫРАУСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SODEXO KAZAKHSTAN"" (СОДЕКСО КАЗАХСТАН)",78300,Деятельность прочих организаций по работе с персоналом,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
100740014184,"ТОО ""ИМТЭК БОЛАШАК""",74909,"Прочая профессиональная, научная и техническая деятельность, не включенная в другие категории",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
110340001873,"ТОО ""PAINTINGSCAFFOLDINGINSULATION SERVICES""",41202,Строительство нежилых зданий,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
110441006348,"КУЛЬСАРИНСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""SEMSER SECURITY""",80100,Деятельность частных охранных служб,233620100,Атырауская область г. КУЛЬСАРЫ,310,Крупная организация (501 - 1000 чел.)
110941011491,"АТЫРАУСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАРАТ""",46431,Оптовая торговля электробытовой техникой,233620100,Атырауская область г. КУЛЬСАРЫ,310,Крупная организация (501 - 1000 чел.)
120541009764,"ФИЛИАЛ ""УПРАВЛЕНИЕ АВАРИЙНО-ВОССТАНОВИТЕЛЬНЫХ РАБОТ И СПЕЦИАЛЬНОЙ ТЕХНИКИ"" АКЦИОНЕРНОГО ОБЩЕСТВА ""ИНТЕРГАЗ ЦЕНТРАЛЬНАЯ АЗИЯ""",49500,Транспортирование по трубопроводу,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
150341004909,"ФИЛИАЛ ""КОМИТЕТ АТЫРАУСКОГО ИНСТИТУТА НЕФТИ И ГАЗА АТЫРАУСКОЙ ОБЛАСТНОЙ ОРГАНИЗАЦИИ КАЗАХСТАНСКОГО ОТРАСЛЕВОГО ПРОФЕССИОНАЛЬНОГО СОЮЗА РАБОТНИКОВ ОБРАЗОВАНИЯ И НАУКИ""",94200,Деятельность профсоюзов,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
941040000473,"ТОО ""ИНЖТЕХСЕРВИС""",43299,Пуск и наладка смонтированного оборудования,233620100,Атырауская область г. КУЛЬСАРЫ,310,Крупная организация (501 - 1000 чел.)
970541000688,"ФИЛИАЛ ЮРИДИЧЕСКОГО ЛИЦА АТЫРАУСКИЙ ФИЛИАЛ ""ЕНКА ИНШААТ ВЕ САНАИ АНОНИМ ШИРКЕТИ """,42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
980141004945,"ФИЛИАЛ ""УПРАВЛЕНИЕ МАГИСТРАЛЬНЫХ ГАЗОПРОВОДОВ ""АТЫРАУ"" АКЦИОНЕРНОГО ОБЩЕСТВА ""ИНТЕРГАЗ ЦЕНТРАЛЬНАЯ АЗИЯ""",49500,Транспортирование по трубопроводу,231010000,г. Атырау,310,Крупная компания (501 - 1000 чел.)
981240001416,"АО ""АТЫРАУСКИЕ ТЕПЛОВЫЕ СЕТИ""",35303,Теплоснабжение,231010000,г. Атырау,310,Крупная компания (501 - 1000 чел.)
990140001352,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АТЫРАУСКАЯ ОБЛАСТНАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
990240001891,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АТЫРАУСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ ХАЛЕЛА ДОСМУХАМЕДОВА"" МИНИСТЕРСТВА ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ КАЗАХСТАН",85420,Высшее образование,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
991141005016,"АТЫРАУСКИЙ ОБЛАСТНОЙ ФИЛИАЛ АО ""КАЗПОЧТА""",53100,Почтовые услуги в соответствии с обязательствами по предоставлению услуг в зоне всеобщего охвата,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
991240003028,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""АТЫРАУСКИЙ ИНСТИТУТ НЕФТИ И ГАЗА"" МИНИСТЕРСТВА ОБРАЗОВАНИЯ И НАУКИ РЕСПУБЛИКИ КАЗАХСТАН",85420,Высшее образование,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
991240005420,"ТОО ""ККТС""",42219,Строительство прочих распределительных инженерных сооружений,231010000,г. Атырау,310,Крупная организация (501 - 1000 чел.)
БИН,Название предприятия / организации,ОКЭД,Отрасль деятельности предприятия,КАТО,Населённый пункт,КРП,Размер предприятия / компании
000141004487,"КАЗАХСТАНСКИЙ ФИЛИАЛ ""ДИЕТСМАНН С.П.А.""",78300,Деятельность прочих организаций по работе с персоналом,231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
000240006055,"ТОО ""МАКО""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",233620100,Атырауская область г. КУЛЬСАРЫ,305,Крупное предприятие (251 - 500 чел.)
000540000413,"ТОО ""АТЫРАУНЕФТЕМАШ""",28991,Производство нефтепромыслового и бурового геологоразведочного оборудования,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
000940001654,"ТОО ТОРГОВО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""ДИНА""",68200,Аренда и эксплуатация собственной или арендуемой недвижимости,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
001040001406,"ТОО ""ЮЛМАР-СЕРВИС""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
010240004407,"РЕСПУБЛИКАНСКОЕ ГОС. УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КОМАНДУЮЩЕГО ВОЙСКАМИ РЕГИОНАЛЬНОГО КОМАНДОВАНИЯ ""ЗАПАД"" МИНИСТЕРСТВА ОБОРОНЫ РЕСПУБЛИКИ КАЗАХСТАН",84220,Оборонная деятельность,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
010441001178,"ЗАПАДНЫЙ ФИЛИАЛ АО ""KAZTRANSCOM""",61900,Другие виды телекоммуникационных услуг,235630100,Атырауская область с. МАХАМБЕТ,305,Крупная компания (251 - 500 чел.)
010740005344,"ТОО ""САПСАН""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",233620100,Атырауская область г. КУЛЬСАРЫ,305,Крупное предприятие (251 - 500 чел.)
010841002369,"АТЫРАУСКИЙ ФИЛИАЛ АО ""НГСК КАЗСТРОЙСЕРВИС""",42211,Строительство нефтяных и газовых магистральных трубопроводов,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
011040002347,"АО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНЫЙ ИНСТИТУТ ""КАСПИЙМУНАЙГАЗ""",72200,Исследования и экспериментальные разработки в области общественных и гуманитарных наук,231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
011241001014,"ФИЛИАЛ АО ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""КАЗАКСТАН ТЕМIР ЖОЛЫ""-""АТЫРАУСКОЕ ОТДЕЛЕНИЕ МАГИСТРАЛЬНОЙ ЖЕЛЕЗНОДОРОЖНОЙ СЕТИ""",52211,Эксплуатация железных дорог,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
011241007281,"ФИЛИАЛ АО ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""ҚАЗАҚСТАН ТЕМІР ЖОЛЫ"" - ""АТЫРАУСКОЕ ОТДЕЛЕНИЕ ДОРОГИ""",49100,"Пассажирский железнодорожный транспорт, междугородний",231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
020140002210,"ГОС. УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ СПЕЦИАЛИЗИРОВАННОЙ СЛУЖБЫ ОХРАНЫ АТЫРАУСКОЙ ОБЛАСТИ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РЕСПУБЛИКИ КАЗАХСТАН""",80200,Деятельность в области систем охраны,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
020141003763,"ФИЛИАЛ АО ""НАЦИОНАЛЬНАЯ КОМПАНИЯ ""КАЗАХСТАН ТЕМIР ЖОЛЫ"" - ""КУЛЬСАРИНСКАЯ ДИСТАНЦИЯ ПУТИ""",49100,"Пассажирский железнодорожный транспорт, междугородний",233620100,Атырауская область г. КУЛЬСАРЫ,305,Крупная компания (251 - 500 чел.)
021240000736,"ТОО ""ЗАМАНЭНЕРГО""",09100,Техническая поддержка при добыче нефти и природного газа,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
030340005600,"ТОО ""ОХРАННАЯ ФИРМА ""СУНКАР-СЕКЬЮРИТИ""",80100,Деятельность частных охранных служб,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
030641006487,"АТЫРАУСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОС""",47300,Розничная торговля топливом в специализированных магазинах,231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
031240001022,"ТОО ""УМИРЗАК-СЕРВИС""",78300,Деятельность прочих организаций по работе с персоналом,233620100,Атырауская область г. КУЛЬСАРЫ,305,Крупное предприятие (251 - 500 чел.)
031240005114,"ТОО ""КУЛЬСАРЫГАЗ""",42211,Строительство нефтяных и газовых магистральных трубопроводов,233620100,Атырауская область г. КУЛЬСАРЫ,305,Крупное предприятие (251 - 500 чел.)
040140001187,"ТОО ""АК-ЖАЙЫК-7""",33171,Ремонт подвижного состава железных дорог,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
040240003513,"ТОО ""ММ - СЕКЮРИТИ""",80100,Деятельность частных охранных служб,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
040240006353,"ТОО ""ОХРАННАЯ ФИРМА ""БАРЫС-АТЫРАУ-СЕКЬЮРИТИ""",80100,Деятельность частных охранных служб,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
040440014893,"ТОО ""АТЫРАУ ПОЛИМЕР СТРОЙ""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
050440012264,"ТОО ""МОНТАЖСПЕЦСТРОЙ - КЫЗМЕТ""",68200,Аренда и эксплуатация собственной или арендуемой недвижимости,231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
050540007466,"ТОО ""QED INTERNATIONAL (KAZAKHSTAN)"" (КЬЮ И ДИ ИНТЕРНЭШНЛ (КАЗАХСТАН)",78100,Деятельность агентств по трудоустройству,231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
050840001729,"ТОО ""КОНСОРЦИУМ ""ISKER""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
050840005117,"ТОО ""GEO ENERGI GROUP"" (ГЕО ЭНЕРДЖИ ГРУПП)",71122,Деятельность по проведению геологической разведки и изысканий (без научных исследований и разработок),231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
060941002718,"АТЫРАУСКИЙ ФИЛИАЛ КОМПАНИИ ""HILLSON DIVISION LTD""/""ХИЛЛСОН ДИВИЖН ЛТД""/",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,305,Крупная компания (251 - 500 чел.)
061040002792,"ТОО ""COSMI KAZAKHSTAN"" (КОСМИ КАЗАХСТАН)",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
070140004523,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""МАХАМБЕТСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,235630100,Атырауская область с. МАХАМБЕТ,305,Крупное предприятие (251 - 500 чел.)
070240006117,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЯ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ИСАТАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,234230100,Атырауская область с. АККИСТАУ,305,Крупное предприятие (251 - 500 чел.)
070240006286,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕЛЕНИЯ ""КЫЗЫЛКОГИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ АТЫРАУСКОЙ ОБЛАСТИ",86101,Деятельность больниц широкого профиля и специализированных больниц,234830100,Атырауская область с. МИЯЛЫ,305,Крупное предприятие (251 - 500 чел.)
070241002506,"ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""CASPIAN CONTRACTORS TRUST"" (""КАСПИАН КОНТРАКТОРС ТРАСТ"") В ГОРОДЕ АТЫРАУ",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
070941002373,"АТЫРАУСКИЙ ФИЛИАЛ ТОВАРИЩЕСТВА С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""KMG EP-CATERING""",42990,"Строительство прочих инженерных сооружений, не включенных в другие группировки",231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
071140018338,"ТОО ""TESLA-ТАН""",43210,Электротехнические и монтажные работы,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
080340002972,"ТОО ""АБАДАН ВЕСТ ДИСТРИБЬЮШН""",46909,Оптовая торговля широким ассортиментом товаров без какой-либо конкретизации,231010000,г. Атырау,305,Крупное предприятие (251 - 500 чел.)
